KEY,科目,学校,年度,試験,大分野,中分野,分野,出題数
004004028K,理科,芝中学,2024,1回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2024,1回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2024,1回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2024,1回,地球,地球,地球総合,0
005005032K,理科,芝中学,2024,1回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2024,1回,観察,観察,観察,0
007007034K,理科,芝中学,2024,1回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2024,1回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2024,1回,複数分野総合,複数分野総合,複数分野総合,0
001001002K,理科,芝中学,2023,1回,生命,生命,植物,0
001001003K,理科,芝中学,2023,1回,生命,生命,動物,0
001001004K,理科,芝中学,2023,1回,生命,生命,人体,0
001001005K,理科,芝中学,2023,1回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2023,1回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2023,1回,生命,生命,生命総合,0
002002008K,理科,芝中学,2023,1回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2023,1回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2023,1回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2023,1回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2023,1回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2023,1回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2023,1回,物質,物質,物質総合,0
003003015K,理科,芝中学,2023,1回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2023,1回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2023,1回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2023,1回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2023,1回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2023,1回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2023,1回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2023,1回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2023,1回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2023,1回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2023,1回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2023,1回,地球,地球,星と星座,0
004004027K,理科,芝中学,2023,1回,地球,地球,風・雲と天候,0
004004028K,理科,芝中学,2023,1回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2023,1回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2023,1回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2023,1回,地球,地球,地球総合,0
005005032K,理科,芝中学,2023,1回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2023,1回,観察,観察,観察,0
007007034K,理科,芝中学,2023,1回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2023,1回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2023,1回,複数分野総合,複数分野総合,複数分野総合,0
001001002K,理科,芝中学,2022,1回,生命,生命,植物,0
001001003K,理科,芝中学,2022,1回,生命,生命,動物,0
001001004K,理科,芝中学,2022,1回,生命,生命,人体,0
001001005K,理科,芝中学,2022,1回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2022,1回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2022,1回,生命,生命,生命総合,0
002002008K,理科,芝中学,2022,1回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2022,1回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2022,1回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2022,1回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2022,1回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2022,1回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2022,1回,物質,物質,物質総合,0
003003015K,理科,芝中学,2022,1回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2022,1回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2022,1回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2022,1回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2022,1回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2022,1回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2022,1回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2022,1回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2022,1回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2022,1回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2022,1回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2022,1回,地球,地球,星と星座,0
004004027K,理科,芝中学,2022,1回,地球,地球,風・雲と天候,0
004004028K,理科,芝中学,2022,1回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2022,1回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2022,1回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2022,1回,地球,地球,地球総合,0
005005032K,理科,芝中学,2022,1回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2022,1回,観察,観察,観察,0
007007034K,理科,芝中学,2022,1回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2022,1回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2022,1回,複数分野総合,複数分野総合,複数分野総合,0
001001002K,理科,芝中学,2021,1回,生命,生命,植物,0
001001003K,理科,芝中学,2021,1回,生命,生命,動物,0
001001004K,理科,芝中学,2021,1回,生命,生命,人体,0
001001005K,理科,芝中学,2021,1回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2021,1回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2021,1回,生命,生命,生命総合,0
002002008K,理科,芝中学,2021,1回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2021,1回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2021,1回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2021,1回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2021,1回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2021,1回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2021,1回,物質,物質,物質総合,0
003003015K,理科,芝中学,2021,1回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2021,1回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2021,1回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2021,1回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2021,1回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2021,1回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2021,1回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2021,1回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2021,1回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2021,1回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2021,1回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2021,1回,地球,地球,星と星座,0
004004027K,理科,芝中学,2021,1回,地球,地球,風・雲と天候,0
004004028K,理科,芝中学,2021,1回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2021,1回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2021,1回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2021,1回,地球,地球,地球総合,0
005005032K,理科,芝中学,2021,1回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2021,1回,観察,観察,観察,0
007007034K,理科,芝中学,2021,1回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2021,1回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2021,1回,複数分野総合,複数分野総合,複数分野総合,0
001001002K,理科,芝中学,2021,2回,生命,生命,植物,0
001001003K,理科,芝中学,2021,2回,生命,生命,動物,0
001001004K,理科,芝中学,2021,2回,生命,生命,人体,0
001001005K,理科,芝中学,2021,2回,生命,生命,生物と環境,0
001001006K,理科,芝中学,2021,2回,生命,生命,季節と生物,0
001001007K,理科,芝中学,2021,2回,生命,生命,生命総合,0
002002008K,理科,芝中学,2021,2回,物質,物質,物質のすがた,0
002002009K,理科,芝中学,2021,2回,物質,物質,気体の性質,0
002002010K,理科,芝中学,2021,2回,物質,物質,水溶液の性質,0
002002011K,理科,芝中学,2021,2回,物質,物質,ものの溶け方,0
002002012K,理科,芝中学,2021,2回,物質,物質,金属の性質,0
002002013K,理科,芝中学,2021,2回,物質,物質,ものの燃え方,0
002002014K,理科,芝中学,2021,2回,物質,物質,物質総合,0
003003015K,理科,芝中学,2021,2回,エネルギー,エネルギー,てこ・滑車・輪軸,0
003003016K,理科,芝中学,2021,2回,エネルギー,エネルギー,ばねののび方,0
003003017K,理科,芝中学,2021,2回,エネルギー,エネルギー,ふりこ・物体の運動,0
003003018K,理科,芝中学,2021,2回,エネルギー,エネルギー,浮力と密度・圧力,0
003003019K,理科,芝中学,2021,2回,エネルギー,エネルギー,光の進み方,0
003003020K,理科,芝中学,2021,2回,エネルギー,エネルギー,ものの温まり方,0
003003021K,理科,芝中学,2021,2回,エネルギー,エネルギー,音の伝わり方,0
003003022K,理科,芝中学,2021,2回,エネルギー,エネルギー,電気回路,0
003003023K,理科,芝中学,2021,2回,エネルギー,エネルギー,磁石・電磁石,0
003003024K,理科,芝中学,2021,2回,エネルギー,エネルギー,エネルギー総合,0
004004025K,理科,芝中学,2021,2回,地球,地球,地球・月・太陽系,0
004004026K,理科,芝中学,2021,2回,地球,地球,星と星座,0
004004027K,理科,芝中学,2021,2回,地球,地球,風・雲と天候,0
004004028K,理科,芝中学,2021,2回,地球,地球,気温・地温・湿度,0
004004029K,理科,芝中学,2021,2回,地球,地球,流水のはたらき・地層と岩石,0
004004030K,理科,芝中学,2021,2回,地球,地球,火山・地震,0
004004031K,理科,芝中学,2021,2回,地球,地球,地球総合,0
005005032K,理科,芝中学,2021,2回,実験器具,実験器具,実験器具,0
006006033K,理科,芝中学,2021,2回,観察,観察,観察,0
007007034K,理科,芝中学,2021,2回,環境問題,環境問題,環境問題,0
008008035K,理科,芝中学,2021,2回,時事問題,時事問題,時事問題,0
009009036K,理科,芝中学,2021,2回,複数分野総合,複数分野総合,複数分野総合,0
001001001K,社会,芝中学,2025,1回,日本の地理,日本の地理,地図の見方,1
001001001K,社会,芝中学,2025,2回,日本の地理,日本の地理,地図の見方,1
001001002K,社会,芝中学,2025,1回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2025,2回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2024,1回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2024,2回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2023,1回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2023,2回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2022,1回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2022,2回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2021,1回,日本の地理,日本の地理,国土・自然・気候,1
001001002K,社会,芝中学,2021,2回,日本の地理,日本の地理,国土・自然・気候,1
001001001K,社会,芝中学,2025,1回,日本の地理,日本の地理,地図の見方,0
001001002K,社会,芝中学,2025,1回,日本の地理,日本の地理,国土・自然・気候,0
001001003K,社会,芝中学,2025,1回,日本の地理,日本の地理,資源,0
001001004K,社会,芝中学,2025,1回,日本の地理,日本の地理,農林水産業,0
001001005K,社会,芝中学,2025,1回,日本の地理,日本の地理,工業,0
001001006K,社会,芝中学,2025,1回,日本の地理,日本の地理,交通・通信・貿易,0
001001007K,社会,芝中学,2025,1回,日本の地理,日本の地理,人口・生活・文化,0
001001008K,社会,芝中学,2025,1回,日本の地理,日本の地理,各地方の特色,0
001001009K,社会,芝中学,2025,1回,日本の地理,日本の地理,地理総合,0
002002010K,社会,芝中学,2025,1回,世界の地理,世界の地理,世界の地理,0
003003011K,社会,芝中学,2025,1回,日本の歴史,時代,原始～古代,0
003003012K,社会,芝中学,2025,1回,日本の歴史,時代,中世～近世,0
003003013K,社会,芝中学,2025,1回,日本の歴史,時代,近代～現代,0
003004014K,社会,芝中学,2025,1回,日本の歴史,テーマ,政治・法律史,0
003004015K,社会,芝中学,2025,1回,日本の歴史,テーマ,産業・経済史,0
003004016K,社会,芝中学,2025,1回,日本の歴史,テーマ,文化・宗教史,0
003004017K,社会,芝中学,2025,1回,日本の歴史,テーマ,外交・戦争史,0
003004018K,社会,芝中学,2025,1回,日本の歴史,テーマ,歴史総合,0
004005019K,社会,芝中学,2025,1回,世界の歴史,世界の歴史,世界の歴史,0
005006020K,社会,芝中学,2025,1回,政治,政治,憲法,0
005006021K,社会,芝中学,2025,1回,政治,政治,国会・内閣・裁判所,0
005006022K,社会,芝中学,2025,1回,政治,政治,地方自治,0
005006023K,社会,芝中学,2025,1回,政治,政治,経済,0
