"READ","ファイル名","試験名","FromTo",InsertFrontPage,"Page8","rotate"
"Y","早稲田付録","早稲田-0概要","1",N,"N","0"
"N",,,,,,
"Y","早稲田2020","早稲田-2020-第1回-算数","1-3",Y,"Y","0"
"Y","早稲田2020","早稲田-2020-第1回-社会","4-10",Y,"Y","0"
"Y","早稲田2020","早稲田-2020-第1回-理科","11-15",Y,"Y","0"
"Y","早稲田2020","早稲田-2020-第1回-国語","23-16",Y,"Y","0"
"Y","早稲田2020","早稲田-2020-解答","24-35,79-92",N,"N","0"
"Y","早稲田付録","早稲田-2020-第1回-解答用紙","42-44",N,"N","0"
"N",,,,,,
